kode_politikus;politikus;kode_pendidikan;pendidikan
Q97590815;Viva Yoga Mauladi;Q534515;Universitas Indonesia
Q97590815;Viva Yoga Mauladi;Q1573634;Universitas Udayana
Q97590815;Viva Yoga Mauladi;Q12511024;SMP Negeri 1 Lamongan
Q97590793;Vivi Sumantri Jayabaya;Q12523355;Universitas Jayabaya
Q97590793;Vivi Sumantri Jayabaya;Q97570484;Universitas Yappan
Q109432648;W.T.P. Simarmata;Q12513134;Sekolah Tinggi Teologi HKBP Pematangsiantar
Q17411648;Wahidin Halim;Q534515;Universitas Indonesia
Q19944501;Wahono;Q3180139;Pembela Tanah Air
Q96989529;Wahyu Sanjaya;Q4200297;Universitas Sriwijaya
Q96989529;Wahyu Sanjaya;Q12511036;SMP Negeri 1 Palembang
Q12523977;Wan Abubakar;Q12522871;UIN Sultan Syarif Kasim Riau
Q12524009;Wanda Hamidah;Q534515;Universitas Indonesia
Q12524009;Wanda Hamidah;Q4250926;Universitas Trisakti
Q12524009;Wanda Hamidah;Q12510564;SMA Negeri 3 Jakarta
Q97590831;Wardatul Asriah;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q97590831;Wardatul Asriah;Q12523440;Universitas Prof. Dr. Moestopo
Q97590831;Wardatul Asriah;Q74551587;Universitas Islam Negeri Syarif Hidayatullah Jakarta, Fakultas Syari'ah dan Hukum
Q96989193;Wartiah;Q12486118;Universitas Islam Negeri Mataram
Q96989193;Wartiah;Q18941968;Universitas Negeri Surabaya
Q96989193;Wartiah;Q52636873;Universitas Islam Negeri Sunan Ampel Surabaya
Q109563838;Wawan Mattaliu;Q23807190;Universitas Fajar
Q25463013;Welya Safitri;Q534515;Universitas Indonesia
Q25465726;Wempi Wetipo;Q3130435;Universitas Cenderawasih
Q109861431;Wendra Yunaldi;Q534515;Universitas Indonesia
Q109861431;Wendra Yunaldi;Q7481592;Universitas Bengkulu
Q109861431;Wendra Yunaldi;Q12523351;Universitas Islam Sultan Agung
Q123308125;Wenny Haryanto;Q534515;Universitas Indonesia
Q123308125;Wenny Haryanto;Q7894418;Universitas Nasional
Q109434295;Wenny Lumentut;Q7408055;Universitas Sam Ratulangi
Q62363104;Wenny Warouw;Q19735173;SMA Negeri 2 Manado
Q110102794;Wibi Andrino;Q4250926;Universitas Trisakti
Q12524497;Widjanarko Puspoyo;Q534515;Universitas Indonesia
Q12524497;Widjanarko Puspoyo;Q4250926;Universitas Trisakti
Q96987612;Wihadi Wiyanto;Q1847733;Universitas Pelita Harapan
Q96987612;Wihadi Wiyanto;Q28954262;Universitas 17 Agustus 1945 Semarang
Q12524527;Wila Chandrawila Supriadi;Q14091635;Universitas Katolik Parahyangan
Q25465747;Willem Wandik;Q12523330;Universitas Hang Tuah
Q25465747;Willem Wandik;Q97570359;Universitas Teknologi Surabaya
Q25465747;Willem Wandik;Q98202744;SMA YPK ASISI
Q25465747;Willem Wandik;Q98202768;SMP Negeri Karubaga
Q25465747;Willem Wandik;Q98202778;SD Negeri Karubaga
Q97590766;Willgo Zainar;Q4793919;Georgia Southern University-Armstrong Campus
Q97590766;Willgo Zainar;Q12486118;Universitas Islam Negeri Mataram
Q12524548;Willy Aditya;Q1145992;Universitas Gadjah Mada
Q12524547;Willy Midel Yoseph;Q1896627;Universitas Lambung Mangkurat
Q731740;Wiranto;Q10862512;Akademi Militer
Q27734149;Wiryono Sastrohandoyo;Q534515;Universitas Indonesia
Q17411689;Wisnu Sakti Buana;Q7452397;Institut Teknologi Sepuluh Nopember
Q19745289;Wuryanto;Q10862512;Akademi Militer
Q17411700;Yahdil Abdi Harahap;Q534515;Universitas Indonesia
Q12524985;Yahya Zaini;Q1494353;Universitas Airlangga
Q25465740;Yairus Gwijangge;Q3130435;Universitas Cenderawasih
Q97203818;Yakobus Jacki Uly;Q17997867;Akademi Kepolisian
Q96987684;Yan Permenas Mandenas;Q3130435;Universitas Cenderawasih
Q125019508;Yana Diana Putra;Q19734594;SMA Negeri 1 Bandung
Q125019508;Yana Diana Putra;Q116289096;SMP Negeri 1 Ciamis
Q125019508;Yana Diana Putra;Q124187886;SD Negeri 10 Ciamis
Q85995248;Yance Samonsabra;Q12513077;Sekolah Tinggi Ilmu Hukum Manokwari
Q96989494;Yandri Susanto;Q7481592;Universitas Bengkulu
Q108890990;Yani Cendriyani;Q7476068;Universitas Pasundan
Q109563884;Yani Fathu Rahman;Q1145992;Universitas Gadjah Mada
Q123219167;Yanuar Prihatin;Q534515;Universitas Indonesia
Q7463256;Yap Tjwan Bing;Q214341;Universitas Amsterdam
Q56391957;Yaqut Cholil Qoumas;Q534515;Universitas Indonesia
Q107745940;Yasin Payapo;Q7603607;Universitas Negeri Makassar
Q107745940;Yasin Payapo;Q7896071;Universitas Pattimura
Q12525045;Yasonna Laoly;Q1132346;North Carolina State University
Q12525045;Yasonna Laoly;Q2303536;Virginia Commonwealth University
Q20426886;Yasti Soepredjo Mokoagow;Q7408055;Universitas Sam Ratulangi
Q20426886;Yasti Soepredjo Mokoagow;Q12511027;SMP Negeri 1 Manado
Q20426886;Yasti Soepredjo Mokoagow;Q19752279;SMA Negeri 6 Manado
Q17411706;Yayat T. Soemitra;Q3213529;Universitas Pendidikan Indonesia
Q97590730;Yayat Y. Biaro;Q7408055;Universitas Sam Ratulangi
Q97590539;Yayuk Sri Rahayuningsih;Q1145992;Universitas Gadjah Mada
Q97590539;Yayuk Sri Rahayuningsih;Q12511001;SMP Negeri 1 Cilacap
Q97590539;Yayuk Sri Rahayuningsih;Q19748362;SMP Negeri 1 Magelang
Q97590539;Yayuk Sri Rahayuningsih;Q97572685;STIE ABI Surabaya
Q97193039;Yeni Fatmawati;Q49126;Sekolah Bisnis Universitas Harvard
Q97193039;Yeni Fatmawati;Q372042;Lembaga Pelatihan Eropa
Q97193039;Yeni Fatmawati;Q3181122;Universitas Padjadjaran
Q85840024;Yenny Sucipto;Q1336952;Universitas Brawijaya
Q3572174;Yenny Wahid;Q49127;Sekolah Pemerintahan John F. Kennedy
Q3572174;Yenny Wahid;Q4250926;Universitas Trisakti
Q3572174;Yenny Wahid;Q28725217;SMA Negeri 28 Jakarta
Q123871004;Yesi Endriani;Q7894421;Universitas Terbuka
Q12525239;Yessy Gusman;Q1534879;Golden Gate University
Q12525239;Yessy Gusman;Q1887879;Universitas San Francisco
Q12525239;Yessy Gusman;Q12712165;Universitas Negeri Jakarta
Q12525239;Yessy Gusman;Q19749142;Universitas Pancasila
Q109564094;Yessy Melania;Q7415523;Universitas Sanata Dharma
Q19369188;Yoga Dirga Cahya;Q721064;Universitas Teknologi Nanyang
Q109437834;Yoga Hardaya;Q350752;Universitas Islam Indonesia
Q98080906;Yohanes Rumpak;Q7683446;Universitas Tanjungpura
Q96988067;Yohanis Fransiskus Lema;Q7894418;Universitas Nasional
Q85986562;Yohannes Dahlan;Q280361;Universitas Andalas
Q85986562;Yohannes Dahlan;Q97570581;Institut Ilmu Pemerintahan Jakarta
Q97590587;Yoseph Umar Hadi;Q1145992;Universitas Gadjah Mada
Q109431097;Yosia Rinto Kadang;Q12523368;Universitas Kristen Indonesia Paulus
Q107583049;Yosias Saroy;Q478044;Universitas Hasanuddin
Q107583049;Yosias Saroy;Q12513077;Sekolah Tinggi Ilmu Hukum Manokwari
Q18421481;Yotje Mende;Q17997867;Akademi Kepolisian
Q109430970;Yovensius Rosarindarta;Q10862512;Akademi Militer
Q19944556;Yovianes Mahar;Q17997867;Akademi Kepolisian
Q12525322;Yoyoh Yusroh;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q17411728;Yoyok Riyo Sudibyo;Q10862512;Akademi Militer
Q19745379;Yudas Sabaggalet;Q280361;Universitas Andalas
Q19745379;Yudas Sabaggalet;Q19744761;Universitas Bung Hatta
Q12525329;Yudhi Wahyuni;Q12506117;Pondok Modern Darussalam Gontor
Q131557180;Yudo Paripurno;Q1145992;Universitas Gadjah Mada
Q109434228;Yuhronur Efendi;Q1336952;Universitas Brawijaya
Q85995313;Yulfadri Nurdin;Q97596283;Sekolah Tinggi Ilmu Hukum Padang
Q109432061;Yuli Hastuti;Q12523316;Universitas Darul Ulum Islamic Center
Q109442929;Yulian Efi;Q12523443;Universitas Putra Indonesia
Q96987702;Yulian Gunhar;Q6482697;Universitas Lampung
Q19798826;Yulianto;Q350752;Universitas Islam Indonesia
Q85995319;Yulianto;Q12523443;Universitas Putra Indonesia
Q138501932;Yuliten Anouw;Q129343459;Universitas Caritas Indonesia
Q85995331;Yulius Selvanus;Q10862512;Akademi Militer
Q20278565;Yultekhnil;Q280361;Universitas Andalas
Q85995335;Yulwiriati Moesa;Q7322177;Universitas Riau
Q19726464;Yuniza Icha;Q3181122;Universitas Padjadjaran
Q122270946;Yunus Bandu;Q10862512;Akademi Militer
Q17410852;Yurnalis Ngayoh;Q1145992;Universitas Gadjah Mada
Q19745388;Yusep Sudrajat;Q10862512;Akademi Militer
Q112896159;Yusman Zega;Q12513109;Sekolah Tinggi Perikanan
Q73936967;Yusra Alhabsyi;Q7408055;Universitas Sam Ratulangi
Q97207210;Yusriansyah Syarkawi;Q1336952;Universitas Brawijaya
Q8061915;Yusril Ihza Mahendra;Q534515;Universitas Indonesia
Q8061915;Yusril Ihza Mahendra;Q1549932;Universitas Punjab
Q8061915;Yusril Ihza Mahendra;Q1973130;Universitas Sains Malaysia
Q25469614;Yussuf Solichien;Q12471192;Akademi Angkatan Laut
Q17411741;Yusuf Fanie Andin Kasim;Q1896627;Universitas Lambung Mangkurat
Q25466305;Yusuf Kohar;Q4200297;Universitas Sriwijaya
Q19753041;Zaenal Maarif;Q1145992;Universitas Gadjah Mada
Q19753041;Zaenal Maarif;Q4259201;Universitas Muhammadiyah Surakarta
Q65557964;Zaiful Bokhari;Q12523297;Universitas Bandar Lampung
Q97193074;Zainal Arifin;Q12486117;IAIN Ar-Raniry
Q107366847;Zainal Arifin Paliwang;Q17997867;Akademi Kepolisian
Q8064854;Zaini Abdullah;Q4200341;Universitas Sumatera Utara
Q19753042;Zaini Arony;Q7895720;Universitas Mataram
Q123056795;Zainoel Abidin Sjoe’aib;Q65250918;MA Kulliyatul Muballighien
Q7476059;Zainuddin MZ;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q12525396;Zainuddin Rasad;Q58667835;Kweekschool Fort de Kock
Q25466566;Zainudin Hasan;Q12712165;Universitas Negeri Jakarta
Q17411756;Zainul Arifin Noor;Q12523284;Universitas 17 Agustus 1945 Surabaya
Q17411756;Zainul Arifin Noor;Q28725046;Universitas Putra Bangsa Kebumen
Q17411758;Zainut Tauhid Sa'adi;Q12523331;Universitas Ibnu Chaldun
Q17411758;Zainut Tauhid Sa'adi;Q12523455;Universitas Satyagama
Q17411758;Zainut Tauhid Sa'adi;Q74551587;Universitas Islam Negeri Syarif Hidayatullah Jakarta, Fakultas Syari'ah dan Hukum
Q25469074;Zairullah Azhar;Q7442749;Universitas Sebelas Maret
Q112167662;Zakaria bin Muhammad Amin;Q12522857;Tweede Inlandsche School
Q17411765;Zee Zee Shahab;Q4250926;Universitas Trisakti
Q123714984;Zigo Rolanda;Q280361;Universitas Andalas
Q123714984;Zigo Rolanda;Q19741350;STIE Keuangan Perbankan dan Pembangunan Padang
Q123714984;Zigo Rolanda;Q75164773;SMA Negeri 3 Solok Selatan
Q123714984;Zigo Rolanda;Q123766765;MTs Negeri 2 Solok Selatan
Q31173248;Zita Anjani;Q193196;University College London
Q65204229;Zohirin Sayuti;Q280361;Universitas Andalas
Q112601348;Zonny Waldi;Q12523406;Universitas Muhammadiyah Tapanuli Selatan
Q10985862;Zora Vidyanata;Q350752;Universitas Islam Indonesia
Q10985862;Zora Vidyanata;Q19734891;SMA Negeri 1 Pontianak
Q8075030;Zuhairi Misrawi;Q173959;Universitas Al-Azhar
Q12525487;Zukhriatul Hafizah;Q12510696;SMA Negeri 81 Jakarta
Q12525487;Zukhriatul Hafizah;Q19741356;Institut Komunikasi dan Bisnis LSPR
Q25468314;Zul Elfian;Q350752;Universitas Islam Indonesia
Q25468314;Zul Elfian;Q1145992;Universitas Gadjah Mada
Q25468314;Zul Elfian;Q12510322;SMA Negeri 1 Solok
Q25468314;Zul Elfian;Q122200459;SMP Negeri 1 Solok
Q17411775;Zulfadhli;Q2306715;Institut Pertanian Bogor
Q31173865;Zulfikar Achmad;Q7590080;St. Mary's Academy of Pasay
Q31173865;Zulfikar Achmad;Q12523282;Universitas 17 Agustus 1945 Jakarta
Q12525490;Zulhefi Sikumbang;Q2306715;Institut Pertanian Bogor
Q20278570;Zulhendri Chaniago;Q16182620;Universitas Islam Negeri Imam Bonjol
Q19745418;Zulhendri Hasan;Q534515;Universitas Indonesia
Q17411780;Zulkarnaen Djabar;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q31173825;Zulkarnain Adinegara;Q17997867;Akademi Kepolisian
Q49255869;Zulkieflimansyah;Q534515;Universitas Indonesia
Q49255869;Zulkieflimansyah;Q1859178;University of Strathclyde
Q17998234;Zulkifli Anwar;Q6482697;Universitas Lampung
Q4260406;Zulkifli Hasan;Q12523366;Universitas Krisnadwipayana
Q133842429;Zulmaeta;Q280361;Universitas Andalas
Q133842429;Zulmaeta;Q12510277;SMA Negeri 1 Bukittinggi
Q133842429;Zulmaeta;Q123773865;SMP Negeri 1 Payakumbuh
Q12525496;Zulmiar Yanri;Q280361;Universitas Andalas
Q12525496;Zulmiar Yanri;Q534515;Universitas Indonesia
