politikus;kode_politikus;partai;kode_partai
Indra Datuk Dt. Sutan;Q109693484;Partai Republika Nusantara;Q4261736
Indra Gobel;Q109449437;Partai Amanat Nasional;Q2434365
Indra Gunawan Eet;Q112896311;Partai Golongan Karya;Q1536552
Indra Guru Roosmono;Q108894157;Partai Demokrat (Indonesia);Q1186227
Indra Guru Roosmono;Q108894157;Partai Amanat Nasional;Q2434365
Indra Guru Roosmono;Q108894157;Partai Keadilan dan Persatuan Indonesia;Q13405290
Indra Hariara Siregar;Q109695389;Partai Patriot;Q4261517
Indra J. Piliang;Q17410930;Partai Golongan Karya;Q1536552
Indra Junjungan Nasution;Q97307587;Partai Kebangkitan Nusantara;Q115754699
Indra Khaidir;Q109693600;Partai Kebangkitan Bangsa;Q1257317
Indra Kusumah;Q109425862;Partai Keadilan Sejahtera;Q1511101
Indra P. Simatupang;Q97590583;Partai Demokrasi Indonesia Perjuangan;Q1186306
Indra Parindrianto;Q109695566;Partai Bintang Reformasi;Q4261778
Indra Sahnun Lubis;Q105348151;Partai Keadilan dan Persatuan Indonesia;Q13405290
Indra Setiawan Harsono;Q109697664;Partai Hati Nurani Rakyat;Q4262041
Indra Sunandar;Q108890111;Partai Demokrat (Indonesia);Q1186227
Indra Syarif;Q109443378;Partai Persatuan Daerah;Q7309185
Indra Syarif;Q109443378;Partai Berkarya;Q31173603
Indra Utama;Q109697785;Partai Republika Nusantara;Q4261736
Indra Utama;Q109697785;Partai Persatuan Indonesia;Q19752495
Indrajaya;Q109442662;Partai Kebangkitan Bangsa;Q1257317
Indratno;Q109697878;Partai Pengusaha dan Pekerja Indonesia;Q4261524
Indrawati Sukadis;Q108889802;Partai Demokrat (Indonesia);Q1186227
Indri Septiana;Q109697297;Partai Pengusaha dan Pekerja Indonesia;Q4261524
Indri Sulistyawati;Q123874979;Partai Demokrat (Indonesia);Q1186227
Indri Sulistyowati;Q108895117;Partai Demokrat (Indonesia);Q1186227
Indri Yuli Hartati;Q108893334;Partai Keadilan dan Persatuan Indonesia;Q13405290
Indri Yuli Hartati;Q108893334;Partai Buruh;Q4203001
Indria Octavia Muaja;Q109695793;Partai Demokrat (Indonesia);Q1186227
Indria Rita;Q109496167;Partai Keadilan Sejahtera;Q1511101
Indriani Dunda;Q108896301;Partai NasDem;Q4207219
Indriani Hadi;Q106988389;Partai Demokrat (Indonesia);Q1186227
Indriati Hamzah;Q108891107;Partai Amanat Nasional;Q2434365
Indro Hananto;Q97590736;Partai Golongan Karya;Q1536552
Indro Sutrisno;Q109696221;Partai Republika Nusantara;Q4261736
Indroyono Soesilo;Q18421427;Independen;Tidak Ketemu
Ineu Purwadewi Sundari;Q25469561;Partai Demokrasi Indonesia Perjuangan;Q1186306
Inggita Dwijamanggala;Q109419209;Partai Demokrat (Indonesia);Q1186227
Inggrid Kansil;Q16187552;Partai Demokrat (Indonesia);Q1186227
Ini Kurniawati;Q123885637;Partai Amanat Nasional;Q2434365
Inna Hadianala;Q108892522;Partai Persatuan Pembangunan;Q2669302
Insan Kamil;Q109428922;Partai NasDem;Q4207219
Intan Aprilia Permatasati;Q123884436;Partai Kebangkitan Nusantara;Q115754699
Intan Cahayawati;Q108892468;Partai Demokrat (Indonesia);Q1186227
Intan Fauzi;Q96989475;Partai Amanat Nasional;Q2434365
Intan Maya Sari;Q109443594;Partai Kebangkitan Bangsa;Q1257317
Intan Nurul Hikmah;Q109449803;Partai Golongan Karya;Q1536552
Intan Nurul Hikmah;Q109449803;Partai Persatuan Indonesia;Q19752495
Intan Simbolon;Q109692889;Partai Kedaulatan;Q4261751
Intsiawati Ayus;Q16183334;Partai Amanat Nasional;Q2434365
Inu Kencana Syafi'ie;Q109693647;Partai Bulan Bintang;Q2915024
Inya Bay;Q108896556;Partai Amanat Nasional;Q2434365
Inya Bay;Q108896556;Partai Bulan Bintang;Q2915024
Ipik Asmasoebrata;Q61054590;Partai Nasional Indonesia;Q1965221
Ipik Asmasoebrata;Q61054590;Partai Demokrasi Indonesia;Q2084109
Ipong Muchlissoni;Q25468666;Partai NasDem;Q4207219
Iqbal Albana;Q109693938;Partai Gerakan Indonesia Raya;Q4261459
Iqbal Bastari;Q109541092;Partai Gerakan Indonesia Raya;Q4261459
Ir Dhiteng Roedjito;Q109697069;Partai Keadilan dan Persatuan Indonesia;Q13405290
Ir. A.R. Adji Hoesodo;Q109697801;Partai Persatuan Pembangunan;Q2669302
Ir. Elmeizy Arafah;Q109694313;Partai Demokrasi Indonesia Perjuangan;Q1186306
Ir. H. A. Asri Harahap;Q109693882;Partai Persatuan Pembangunan;Q2669302
Ir. Henrykus Sihaloho;Q109693027;Partai Demokrasi Indonesia Perjuangan;Q1186306
Ir. Hery Riyanto;Q109695003;Partai Hati Nurani Rakyat;Q4262041
Ir. Mohammad Ersal Aburizal, ST. MT.;Q123713204;Partai Golongan Karya;Q1536552
Ir. Pandji R.Hadinoto;Q109695649;Partai Demokrat (Indonesia);Q1186227
Ir. Pandji R.Hadinoto;Q109695649;Partai Keadilan dan Persatuan Indonesia;Q13405290
Ir. Redy Priambada Sukomad;Q109697036;Partai Hati Nurani Rakyat;Q4262041
Ira Elisa Situmorang;Q109697783;Partai Republika Nusantara;Q4261736
Ira Manyamsari;Q109692563;Partai Bintang Reformasi;Q4261778
Ira Ristianti;Q109696569;Partai Republika Nusantara;Q4261736
Ira Trijayanti;Q109692459;Partai Hati Nurani Rakyat;Q4262041
Ira Widriana;Q109696543;Partai Demokrasi Pembaruan;Q387768
Ira Zahara Jatim;Q108889638;Partai NasDem;Q4207219
Ira Zahara Jatim;Q108889638;Partai Sarikat Indonesia;Q4261029
Irama Angkat;Q109496103;Partai Golongan Karya;Q1536552
Irawan Leksono;Q108901958;Partai Demokrat (Indonesia);Q1186227
Irawan Ronodipuro;Q108890543;Partai Gerakan Indonesia Raya;Q4261459
Irdam Ramli;Q109695628;Partai Karya Peduli Bangsa;Q5158454
Irdon Syhli Harahap;Q109697525;Partai Pemuda Indonesia;Q4261361
Irene;Q109442627;Partai Gerakan Indonesia Raya;Q4261459
Irene Librawati;Q109695295;Partai Amanat Nasional;Q2434365
Irene Manibuy;Q18421340;Partai Kebangkitan Bangsa;Q1257317
Irene Manibuy;Q18421340;Partai Golongan Karya;Q1536552
Irene Usmany;Q109697840;Partai Demokrat (Indonesia);Q1186227
Irfan Aulia Syaiful;Q108855892;Partai Keadilan Sejahtera;Q1511101
Irfan Gani;Q109693663;Partai Demokrat (Indonesia);Q1186227
Irfan Nuranda Djafar;Q108890342;Partai Amanat Nasional;Q2434365
Irfan Suryanagara;Q25469560;Partai Demokrat (Indonesia);Q1186227
Irfan Syahrial;Q109693224;Partai Golongan Karya;Q1536552
Irfan Zubaidy;Q138471143;Partai Keadilan Sejahtera;Q1511101
Irfansah;Q109719440;Partai Nasional Indonesia Marhaenisme;Q4261536
Irfendi Arbi;Q25468217;Partai NasDem;Q4207219
Irfianda Abidin;Q65208276;Partai Bulan Bintang;Q2915024
Irgan Chairul Mahfiz;Q16183494;Partai Persatuan Pembangunan;Q2669302
Irham;Q108889034;Partai NasDem;Q4207219
Irham Buana Nasution;Q108901158;Partai Golongan Karya;Q1536552
Irham Jafar Lan Putra;Q108902978;Partai Amanat Nasional;Q2434365
Irian Sitorus Pane;Q109696665;Partai Indonesia Sejahtera;Q4261364
Iriana Indrawati;Q109697439;Partai Hati Nurani Rakyat;Q4262041
Iriansyah Busroni Anang;Q108889987;Partai Demokrat (Indonesia);Q1186227
Iriansyah Busroni Anang;Q108889987;Partai Hati Nurani Rakyat;Q4262041
Irianto Lambrie;Q12486769;Partai NasDem;Q4207219
Irianto MS Syafiuddin;Q12486770;Partai Golongan Karya;Q1536552
Irianto Malingong;Q108895885;Partai Amanat Nasional;Q2434365
Irianto Malingong;Q108895885;Partai NasDem;Q4207219
Irina Ika Rosmita;Q109693698;Partai Pengusaha dan Pekerja Indonesia;Q4261524
Irine Yusiana Roba Putri;Q96972764;Partai Demokrasi Indonesia Perjuangan;Q1186306
Iris Indira Murti;Q12486771;Partai Golongan Karya;Q1536552
Iriwansyah;Q109696624;Partai Bulan Bintang;Q2915024
Irjen.Pol.(Purn) Drs.Darwan Siregar;Q109692745;Partai Nasional Benteng Kerakyatan Indonesia;Q4261024
Irlan Ismail;Q109698052;Partai Kebangkitan Nasional Ulama;Q4262251
Irlisa Rachmadiana;Q108892321;Partai Gerakan Indonesia Raya;Q4261459
Irlisa Rachmadiana;Q108892321;Partai Solidaritas Indonesia;Q23744654
Irma Chaniago;Q12486773;Partai NasDem;Q4207219
Irma Chaniago;Q12486773;Partai Nasional Benteng Kerakyatan Indonesia;Q4261024
Irma Fika Adita;Q109449501;Partai Demokrasi Indonesia Perjuangan;Q1186306
Irma Hutabarat;Q109725614;Partai Demokrasi Indonesia Perjuangan;Q1186306
Irma June;Q12486775;Partai Solidaritas Indonesia;Q23744654
Irma Muthoharoh;Q108889856;Partai Kebangkitan Bangsa;Q1257317
Irma Rahayu Nasution;Q108889367;Partai Gerakan Indonesia Raya;Q4261459
Irma Rusdiana Dewi;Q109695817;Partai Indonesia Sejahtera;Q4261364
Irma Saptarini;Q109693314;Partai Demokrat (Indonesia);Q1186227
Irma Sari Nasution;Q109693197;Partai Golongan Karya;Q1536552
Irma Sinar Hayati Sinik;Q109692591;Partai Hati Nurani Rakyat;Q4262041
Irma Sinar Hayati Sinik;Q109692591;Partai Karya Peduli Bangsa;Q5158454
Irma Zahara;Q109695754;Partai Persatuan Pembangunan;Q2669302
Irmadi Lubis;Q25470630;Partai Demokrasi Indonesia Perjuangan;Q1186306
Irman Yasin Limpo;Q106596788;Partai Gerakan Indonesia Raya;Q4261459
Irmawan;Q121492950;Partai Kebangkitan Bangsa;Q1257317
Irmawaty Habie;Q109450939;Partai Gerakan Indonesia Raya;Q4261459
Irna Basuki SH MM;Q109697072;Partai Keadilan dan Persatuan Indonesia;Q13405290
Irna Narulita;Q25469477;Partai Persatuan Pembangunan;Q2669302
Irnawati Sinaga;Q109692871;Partai Keadilan dan Persatuan Indonesia;Q13405290
Irsal Yunus;Q12486778;Partai Demokrasi Indonesia Perjuangan;Q1186306
Irsan Sosiawan;Q109448577;Partai NasDem;Q4207219
Irsani Damayanti;Q108892831;Partai Golongan Karya;Q1536552
Irsjad Djuwaeli;Q109541388;Partai Golongan Karya;Q1536552
Irsyad;Q109692928;Partai Demokrasi Pembaruan;Q387768
Irsyad Syafar;Q16183553;Partai Keadilan Sejahtera;Q1511101
Irsyad Yusuf;Q16183567;Partai Kebangkitan Bangsa;Q1257317
Irsyal Ismail;Q109693437;Partai Keadilan Sejahtera;Q1511101
Irtivinar;Q109695402;Partai Indonesia Sejahtera;Q4261364
Irvan Arifianto;Q109427637;Partai Persatuan Indonesia;Q19752495
Irvan Diary;Q109693133;Partai Gerakan Indonesia Raya;Q4261459
Irvan Herman;Q109448832;Partai Amanat Nasional;Q2434365
Irvan Kurnia Saleh;Q109696685;Partai Sarikat Indonesia;Q4261029
Irvan Rivani Faza;Q109427114;Partai Amanat Nasional;Q2434365
Irvan Rivani Faza;Q109427114;Partai Gerakan Indonesia Raya;Q4261459
Irvansyah;Q25469492;Partai Demokrasi Indonesia Perjuangan;Q1186306
Irwan;Q96989603;Partai Demokrat (Indonesia);Q1186227
Irwan (wakil walikota);Q123710413;Partai Hati Nurani Rakyat;Q4262041
Irwan Afriadi;Q123714989;Partai NasDem;Q4207219
Irwan Ardi Hasman;Q105802786;Partai Gerakan Indonesia Raya;Q4261459
Irwan Bachtiar Rachmat;Q109436716;Partai Demokrasi Indonesia Perjuangan;Q1186306
Irwan Dinata;Q109695861;Partai Gerakan Indonesia Raya;Q4261459
Irwan Fikri;Q16183621;Partai Demokrat (Indonesia);Q1186227
Irwan Fikri;Q16183621;Partai Persatuan Pembangunan;Q2669302
Irwan Krisdiyanto;Q25463863;Partai Kebangkitan Bangsa;Q1257317
Irwan Prayitno;Q4213590;Partai Keadilan Sejahtera;Q1511101
Irwan Setiawan;Q109695848;Partai Pengusaha dan Pekerja Indonesia;Q4261524
Irwan Silalahi;Q109693176;Partai Pemuda Indonesia;Q4261361
Irwan Zulfikar;Q108895969;Partai Amanat Nasional;Q2434365
Irwandi Yusuf;Q4131627;Partai Nanggroe Aceh;Q19730391
Irwansyah;Q5263775;Partai Gerakan Indonesia Raya;Q4261459
Irwansyah;Q109692450;Partai Persatuan Nahdlatul Ummah Indonesia;Q4261054
Irwansyah Hasibuan;Q109692629;Partai Gerakan Indonesia Raya;Q4261459
Irwansyah Madjid;Q109693517;Partai Bulan Bintang;Q2915024
Irwansyah Tanjung;Q109693258;Partai Bulan Bintang;Q2915024
Irwanto Lubis;Q109450693;Partai Hati Nurani Rakyat;Q4262041
Irwanto Lubis;Q109450693;Partai Kebangkitan Nusantara;Q115754699
Irwanuddin;Q109451751;Partai Bulan Bintang;Q2915024
Irzal Ilyas;Q16183649;Partai Demokrat (Indonesia);Q1186227
Is Muzaki Kholis;Q109697650;Partai Kebangkitan Nasional Ulama;Q4262251
Isa Muchsin;Q108893274;Partai Persatuan Pembangunan;Q2669302
Isa Subagja;Q31173541;Partai Demokrasi Indonesia Perjuangan;Q1186306
Isaac Marcus Pattipeilohy;Q85991732;Partai Demokrasi Indonesia Perjuangan;Q1186306
Isaias Douw;Q16183705;Partai Kebangkitan Bangsa;Q1257317
Isaias Douw;Q16183705;Partai Golongan Karya;Q1536552
Isak Bangri;Q112897415;Partai Demokrasi Indonesia Perjuangan;Q1186306
Isdianto;Q49254080;Partai Demokrasi Indonesia Perjuangan;Q1186306
Isdianto;Q49254080;Partai Kebangkitan Bangsa;Q1257317
Isebeth Kogoya;Q109442691;Partai Demokrat (Indonesia);Q1186227
Isebeth Kogoya;Q109442691;Partai Amanat Nasional;Q2434365
Ishak Iskandar Trijasa;Q109697526;Partai Nasional Indonesia Marhaenisme;Q4261536
Ishak Liputo;Q108896320;Partai Demokrasi Indonesia Perjuangan;Q1186306
Ishak Liputo;Q108896320;Partai NasDem;Q4207219
Ishak Mandacan;Q109442760;Partai Amanat Nasional;Q2434365
Ishak Mekki;Q17410609;Partai Demokrat (Indonesia);Q1186227
Ishak Y .Yusuf;Q109694516;Partai Demokrasi Indonesia Perjuangan;Q1186306
Ishfah Abidal Aziz;Q109429664;Partai Kebangkitan Bangsa;Q1257317
Iskadir Chottob;Q109696966;Partai Persatuan Pembangunan;Q2669302
Iskadir Chottob;Q109696966;Partai Bintang Reformasi;Q4261778
Iskan Qolba Lubis;Q12486797;Partai Keadilan Sejahtera;Q1511101
Iskandar Ali Syahbana;Q112896609;Partai Kebangkitan Bangsa;Q1257317
Iskandar Beurahman;Q109692571;Partai Indonesia Sejahtera;Q4261364
Iskandar Dzulkarnain Syaichu;Q97590836;Partai Persatuan Pembangunan;Q2669302
Iskandar H. P. Sitorus;Q109443030;Partai Gerakan Indonesia Raya;Q4261459
Iskandar H. P. Sitorus;Q109443030;Partai Bintang Reformasi;Q4261778
Iskandar Hoesin;Q109448737;Partai NasDem;Q4207219
Iskandar Hoesin;Q109448737;Partai Kebangkitan Nasional Ulama;Q4262251
Iskandar Ramis;Q109694898;Partai Demokrat (Indonesia);Q1186227
Iskandar Sembiring;Q109695657;Partai Amanat Nasional;Q2434365
Iskandar Z. Mekuo;Q112897312;Partai Kebangkitan Bangsa;Q1257317
Islah Jauharoh;Q109427998;Partai Kebangkitan Bangsa;Q1257317
Isma Yatun;Q97590576;Partai Demokrasi Indonesia Perjuangan;Q1186306
Ismadi;Q109694839;Partai Kedaulatan;Q4261751
Ismael Hasan;Q19726609;Partai Karya Peduli Bangsa;Q5158454
Ismail;Q112896228;Partai Persatuan Pembangunan;Q2669302
Ismail Antonius Simbolon;Q109697837;Partai Patriot;Q4261517
Ismail Berdan;Q108888983;Partai Persatuan Pembangunan;Q2669302
Ismail Berdan;Q108888983;Partai Gerakan Indonesia Raya;Q4261459
Ismail Hamid;Q109451021;Partai Bulan Bintang;Q2915024
Ismail Ibrahim;Q108901719;Partai Demokrasi Indonesia Perjuangan;Q1186306
Ismail Ibrahim;Q108901719;Partai Keadilan dan Persatuan Indonesia;Q13405290
Ismail Ibrahim;Q108901719;Partai Persatuan Indonesia;Q19752495
Ismail Novendra;Q109443439;Partai Kebangkitan Bangsa;Q1257317
Ismail Novendra;Q109443439;Partai Berkarya;Q31173603
Ismail Tadjuddin;Q109694102;Partai Golongan Karya;Q1536552
Ismail Tajuddin;Q108889765;Partai Golongan Karya;Q1536552
Ismail Thomas;Q16183841;Partai Demokrasi Indonesia Perjuangan;Q1186306
Ismail Tomagola;Q109718483;Partai Amanat Nasional;Q2434365
Ismail Zulkarnain;Q109541115;Partai Gerakan Indonesia Raya;Q4261459
Isman Asso;Q108896563;Partai Bulan Bintang;Q2915024
Isman Asso;Q108896563;Partai Persatuan Indonesia;Q19752495
Isman Harianto;Q109695290;Partai Keadilan Sejahtera;Q1511101
Ismar Syafruddin;Q108896054;Partai Bulan Bintang;Q2915024
Ismar Syafruddin;Q108896054;Partai Ummat;Q106255756
Ismed;Q123871223;Partai Gerakan Indonesia Raya;Q4261459
Ismet Ahmad;Q16183908;Partai Amanat Nasional;Q2434365
Ismet Amzis;Q16183917;Partai Demokrat (Indonesia);Q1186227
Ismet Djafar;Q109426722;Partai Demokrat (Indonesia);Q1186227
Ismet Iskandar;Q12486822;Partai Golongan Karya;Q1536552
Ismi Fathia Rachmi;Q109697008;Partai Demokrat (Indonesia);Q1186227
Ismirham Sawaluddin;Q108891286;Partai Demokrat (Indonesia);Q1186227
Isnaad Ibrahim;Q109450941;Partai Kebangkitan Bangsa;Q1257317
Isnaad Ibrahim;Q109450941;Partai Gelombang Rakyat Indonesia;Q97016042
Isnaidi D. Bintang;Q109692381;Partai Pelopor;Q7196857
Isnatalya Makarawo;Q108896312;Partai Persatuan Pembangunan;Q2669302
Isnatalya Makarawo;Q108896312;Partai Hati Nurani Rakyat;Q4262041
Isnoerwati Soejoto;Q109695671;Partai Persatuan Daerah;Q7309185
Ison Basyuni;Q108890603;Partai Persatuan Pembangunan;Q2669302
Israwaty Amir Manab;Q108896165;Partai NasDem;Q4207219
Isti Dary Sofia;Q109695883;Partai Keadilan dan Persatuan Indonesia;Q13405290
Istibsjaroh;Q109429292;Partai Kebangkitan Bangsa;Q1257317
Istiqomah;Q109695625;Partai Hati Nurani Rakyat;Q4262041
Istiroh;Q109697773;Partai Matahari Bangsa;Q4261542
Istu Hari Subagio;Q17411432;Partai Golongan Karya;Q1536552
Iswadi;Q109692367;Partai Demokrasi Pembaruan;Q387768
Iswan Abdullah;Q108891907;Partai Keadilan Sejahtera;Q1511101
Iswan Abdullah;Q108891907;Partai Gerakan Indonesia Raya;Q4261459
Iswandi;Q109449111;Partai NasDem;Q4207219
Isyana Bagoes Oka;Q3155770;Partai Solidaritas Indonesia;Q23744654
Isyana Wisnuwardhani Sadjarwo;Q108892420;Partai Golongan Karya;Q1536552
Isyrofah Amaliyah Achmad;Q123883428;Partai Demokrat (Indonesia);Q1186227
Ita Triwibawati;Q123714147;Partai NasDem;Q4207219
Itamari Lase;Q109697231;Partai Demokrasi Indonesia Perjuangan;Q1186306
Itet Tridjajati Sumarijanto;Q97590578;Partai Demokrasi Indonesia Perjuangan;Q1186306
Iti Octavia Jayabaya;Q25465872;Partai Demokrat (Indonesia);Q1186227
Itje Kusmiati;Q109719501;Partai Nasional Indonesia Marhaenisme;Q4261536
Itje Siti Dewi Kuraesin;Q123304033;Partai Golongan Karya;Q1536552
Ivan C. Bongoro;Q109719473;Partai Nasional Indonesia Marhaenisme;Q4261536
Ivan Doly Gultom;Q59656267;Partai Golongan Karya;Q1536552
Ivan Fadilla;Q108902975;Partai Demokrat (Indonesia);Q1186227
Ivan Fadilla;Q108902975;Partai Amanat Nasional;Q2434365
Ivan Ismail Madu;Q109541957;Partai Karya Peduli Bangsa;Q5158454
Ivan Rinaldi;Q109697604;Partai Demokrasi Indonesia Perjuangan;Q1186306
Ivan Venry Latif;Q109695040;Partai Gerakan Indonesia Raya;Q4261459
Ivan Wirata;Q123872535;Partai Golongan Karya;Q1536552
Ivanhoe Arthur Robert Semen;Q109697531;Partai Demokrasi Pembaruan;Q387768
Ivo Yunike Sariani Siregar;Q109449599;Partai Demokrat (Indonesia);Q1186227
Ivo Yunike Sariani Siregar;Q109449599;Partai Barisan Nasional;Q4261758
Ivone Martha Oppay;Q109697757;Partai Karya Perjuangan;Q4261329
Ivony Inang Bayu;Q109696438;Partai Sarikat Indonesia;Q4261029
Iwa Koesoemasoemantri;Q10975733;Partai Nasional Indonesia;Q1965221
Iwa Sirwani Bibra;Q85991758;Partai Gerakan Indonesia Raya;Q4261459
Iwan Agustiawan Fuad;Q109697916;Partai Keadilan Sejahtera;Q1511101
Iwan Cahyadi Kurniawan;Q109697042;Partai Karya Peduli Bangsa;Q5158454
Iwan Dulmansyah;Q109695008;Partai Nasional Indonesia Marhaenisme;Q4261536
Iwan Dulmansyah;Q109695008;Partai Hati Nurani Rakyat;Q4262041
Iwan Kurniawan;Q19728112;Partai Gerakan Indonesia Raya;Q4261459
Iwan Malyulin;Q109693900;Partai Bintang Reformasi;Q4261778
Iwan Nurdin;Q109694139;Partai Kebangkitan Bangsa;Q1257317
Iwan Nurdin;Q109694139;Partai Bintang Reformasi;Q4261778
Iwan Rinaldo Syarief;Q108890199;Partai Demokrat (Indonesia);Q1186227
Iwan Roberto;Q109449852;Partai Amanat Nasional;Q2434365
Iwan Roberto;Q109449852;Partai Ummat;Q106255756
Iwan Setiawan Arifin Manasa;Q108903038;Partai Demokrat (Indonesia);Q1186227
Iwan Sukendar;Q109696721;Partai Barisan Nasional;Q4261758
Iwan Sulandjana;Q16184069;Partai Demokrat (Indonesia);Q1186227
Iwan Sumule;Q108896604;Partai Gerakan Indonesia Raya;Q4261459
Iwan Syastra Yudha;Q109694560;Partai Sarikat Indonesia;Q4261029
Iyan Ariadi;Q109692357;Partai Kebangkitan Bangsa;Q1257317
Iyeth Bustami;Q12486894;Partai Kebangkitan Bangsa;Q1257317
Iyus Priatna;Q109541387;Partai Amanat Nasional;Q2434365
Iyus Yusuf Jufri;Q109697412;Partai Merdeka;Q1136182
Izedrik Emir Moeis;Q109704013;Partai Demokrasi Indonesia Perjuangan;Q1186306
Izhar Lubis;Q109692809;Partai Sarikat Indonesia;Q4261029
Izhar Majid;Q108901438;Partai NasDem;Q4207219
Izzaty Zakiyah Hamzah;Q109697405;Partai Indonesia Sejahtera;Q4261364
Izzuddin Alqassam Kasuba;Q123716921;Partai Keadilan Sejahtera;Q1511101
J. Antonius Slamet;Q109697400;Partai Kasih Demokrasi Indonesia;Q6026067
J. R. M.Winarendra HM;Q109695796;Partai Kasih Demokrasi Indonesia;Q6026067
J. Satrya Solihin;Q109696635;Partai Demokrasi Indonesia Perjuangan;Q1186306
J.E. Ricky Bessie;Q109703435;Partai Indonesia Sejahtera;Q4261364
J.H. Phillip M. Gobang;Q109696656;Partai Kasih Demokrasi Indonesia;Q6026067
Ja'far Shodiq;Q109449615;Partai Persatuan Pembangunan;Q2669302
Jabangsono Sihombing;Q109695327;Partai Pemuda Indonesia;Q4261361
Jack Rudolf Sidabutar;Q109696838;Partai Indonesia Sejahtera;Q4261364
Jack Rudolf Sidabutar;Q109696838;Partai Damai Sejahtera;Q7250923
Jackie Zakaria.Th;Q109696653;Partai Demokrat (Indonesia);Q1186227
Jackson Andre William Kumaat;Q109697967;Partai Karya Perjuangan;Q4261329
Jacob Esau Komigi;Q109541958;Partai Golongan Karya;Q1536552
Jacob Jack Ospara;Q109611273;Partai Persatuan Daerah;Q7309185
Jacob Nuwa Wea;Q11215759;Partai Demokrasi Indonesia Perjuangan;Q1186306
Jacob Ramsoyo;Q109695854;Partai Peduli Rakyat Nasional;Q6974869
Jacobus Dwihartanto;Q109702945;Partai Golongan Karya;Q1536552
Jacobus K. Padang;Q108896136;Partai Demokrasi Indonesia Perjuangan;Q1186306
Jacobus Luna;Q98115354;Partai Demokrasi Indonesia Perjuangan;Q1186306
Jacobus Luna;Q98115354;Partai Golongan Karya;Q1536552
Jacobus Perviddya Solossa;Q6183359;Partai Golongan Karya;Q1536552
Jacqueline Ruth S.;Q109695763;Partai Damai Sejahtera;Q7250923
Jacqueline Vera Yurian;Q109697845;Partai Kasih Demokrasi Indonesia;Q6026067
Jadi Pane Spd;Q109692619;Partai Peduli Rakyat Nasional;Q6974869
Jaelani;Q109451309;Partai Kebangkitan Bangsa;Q1257317
Jaenudin;Q109696700;Partai Hati Nurani Rakyat;Q4262041
Jafar Nainggolan;Q12486952;Partai Demokrat (Indonesia);Q1186227
Jafet Damamain;Q108896392;Partai Demokrasi Indonesia Perjuangan;Q1186306
Jahja Christian Suhandi;Q109695958;Partai Karya Perjuangan;Q4261329
Jahja Wahyudi Seno;Q109696595;Partai Damai Sejahtera;Q7250923
Jahja Wakyu Sheno;Q109719441;Partai Nasional Indonesia Marhaenisme;Q4261536
Jainal Pangaribuan;Q109692967;Partai Nasional Benteng Kerakyatan Indonesia;Q4261024
Jainul Gibran;Q108902043;Partai Keadilan Sejahtera;Q1511101
Jajang Suherman;Q109427122;Partai NasDem;Q4207219
Jajang Suherman;Q109427122;Partai Berkarya;Q31173603
Jajat Munajat;Q108894769;Partai Demokrasi Indonesia Perjuangan;Q1186306
Jajat Munajat;Q108894769;Partai NasDem;Q4207219
Jaka Aryadipa Singgih;Q6124428;Partai Demokrasi Indonesia Perjuangan;Q1186306
Jakius Sinyor;Q109443903;Partai NasDem;Q4207219
Jakob Tobing;Q56392069;Partai Demokrasi Indonesia Perjuangan;Q1186306
Jakob Tobing;Q56392069;Partai Golongan Karya;Q1536552
Jakpar;Q109693272;Partai Bintang Reformasi;Q4261778
